Time,Protocol,Node,Energy,Active,Packets_Sent,Packets_Received,Alarms_Sent
50,SFA,Node O,97.99999999999997,True,5,5,98
50,SFA,Node P,98.39999999999998,True,6,2,98
50,SFA,Node Q,98.59999999999998,True,6,1,98
50,SFA,Node R,98.99999999999999,True,3,2,98
50,SFA,Node S,98.39999999999998,True,5,3,98
50,SFA,Node T,96.99999999999996,True,10,5,98
50,SFA,BS,100.0,True,0,0,98
55,DSR,Node A,83.39999999999976,True,31,52,108
55,DSR,Node B,67.79999999999954,True,78,83,108
55,DSR,Node C,65.99999999999952,True,75,95,108
55,DSR,Node D,46.799999999999244,True,137,129,108
55,DSR,Node E,68.79999999999956,True,73,83,108
55,DSR,Node F,66.59999999999953,True,83,84,108
55,DSR,Node G,63.39999999999948,True,95,88,108
55,DSR,Node H,48.79999999999927,True,129,127,108
55,DSR,Node I,75.79999999999966,True,50,71,108
55,DSR,Node J,64.3999999999995,True,82,96,108
55,DSR,Node K,78.3999999999997,True,55,53,108
55,DSR,Node L,47.79999999999926,True,156,105,108
55,DSR,Node M,46.99999999999925,True,144,121,108
55,DSR,Node N,77.39999999999968,True,53,60,108
55,DSR,Node O,67.99999999999955,True,75,85,108
55,DSR,Node P,45.99999999999923,True,157,113,108
55,DSR,Node Q,49.39999999999928,True,119,134,108
55,DSR,Node R,52.99999999999933,True,129,106,108
55,DSR,Node S,68.19999999999955,True,76,83,108
55,DSR,Node T,49.19999999999928,True,138,116,108
55,DSR,BS,71.9999999999996,True,140,0,108
55,SFA,Node A,98.79999999999998,True,5,1,108
55,SFA,Node B,99.19999999999999,True,3,1,108
55,SFA,Node C,97.19999999999996,True,8,6,108
55,SFA,Node D,98.59999999999998,True,5,2,108
55,SFA,Node E,98.39999999999998,True,5,3,108
55,SFA,Node F,100.0,True,0,0,108
55,SFA,Node G,97.79999999999997,True,8,3,108
55,SFA,Node H,97.39999999999996,True,6,7,108
55,SFA,Node I,98.59999999999998,True,6,1,108
55,SFA,Node J,98.19999999999997,True,6,3,108
55,SFA,Node K,98.99999999999999,True,3,2,108
55,SFA,Node L,96.59999999999995,True,9,8,108
55,SFA,Node M,98.39999999999998,True,6,2,108
55,SFA,Node N,98.19999999999997,True,7,2,108
55,SFA,Node O,97.79999999999997,True,6,5,108
55,SFA,Node P,98.39999999999998,True,6,2,108
55,SFA,Node Q,98.59999999999998,True,6,1,108
55,SFA,Node R,98.99999999999999,True,3,2,108
55,SFA,Node S,97.99999999999997,True,6,4,108
55,SFA,Node T,96.79999999999995,True,11,5,108
55,SFA,BS,100.0,True,0,0,108
60,DSR,Node A,80.99999999999973,True,34,61,118
60,DSR,Node B,64.19999999999949,True,85,94,118
60,DSR,Node C,62.59999999999947,True,81,106,118
60,DSR,Node D,38.99999999999913,True,157,148,118
60,DSR,Node E,63.99999999999949,True,84,96,118
60,DSR,Node F,61.79999999999946,True,94,97,118
60,DSR,Node G,58.39999999999941,True,108,100,118
60,DSR,Node H,42.599999999999184,True,141,146,118
60,DSR,Node I,72.79999999999961,True,54,82,118
60,DSR,Node J,58.39999999999941,True,96,112,118
60,DSR,Node K,75.19999999999965,True,62,62,118
60,DSR,Node L,37.99999999999912,True,181,129,118
60,DSR,Node M,41.199999999999164,True,157,137,118
60,DSR,Node N,73.19999999999962,True,61,73,118
60,DSR,Node O,63.39999999999948,True,84,99,118
60,DSR,Node P,39.199999999999136,True,172,132,118
60,DSR,Node Q,40.19999999999915,True,142,157,118
60,DSR,Node R,45.99999999999923,True,150,120,118
60,DSR,Node S,62.79999999999947,True,88,98,118
60,DSR,Node T,41.59999999999917,True,155,137,118
60,DSR,BS,59.99999999999943,True,200,0,118
60,SFA,Node A,98.79999999999998,True,5,1,118
60,SFA,Node B,98.99999999999999,True,4,1,118
60,SFA,Node C,96.99999999999996,True,9,6,118
60,SFA,Node D,98.59999999999998,True,5,2,118
60,SFA,Node E,98.39999999999998,True,5,3,118
60,SFA,Node F,100.0,True,0,0,118
60,SFA,Node G,97.79999999999997,True,8,3,118
60,SFA,Node H,97.39999999999996,True,6,7,118
60,SFA,Node I,98.59999999999998,True,6,1,118
60,SFA,Node J,97.99999999999997,True,7,3,118
60,SFA,Node K,98.99999999999999,True,3,2,118
60,SFA,Node L,96.59999999999995,True,9,8,118
60,SFA,Node M,97.59999999999997,True,9,3,118
60,SFA,Node N,97.99999999999997,True,8,2,118
60,SFA,Node O,97.39999999999996,True,7,6,118
60,SFA,Node P,97.99999999999997,True,7,3,118
60,SFA,Node Q,97.39999999999996,True,9,4,118
60,SFA,Node R,98.99999999999999,True,3,2,118
60,SFA,Node S,97.99999999999997,True,6,4,118
60,SFA,Node T,96.79999999999995,True,11,5,118
60,SFA,BS,100.0,True,0,0,118
65,DSR,Node A,78.3999999999997,True,38,70,128
65,DSR,Node B,59.99999999999943,True,94,106,128
65,DSR,Node C,58.199999999999406,True,91,118,128
